uniqueId,date,index_name,company,type,rating,price,fluct_rate
134289276437504,,NQGI,NASDAQ,non-LargeCap,5,100,9.07
134289276444992,2022-06-17,DSI,DJ,non-LargeCap,4,116,16.99
134289276437024,2022-06-10,IA,DJ,non-LargeCap,5,117,6.69
134289276437600,2022-03-04,300,SNP,LargeCap,4,145,20.37
134289276437696,2022-06-16,NQGI,NASDAQ,non-LargeCap,4,121,9.53
134289276437744,2022-08-24,500,SNP,LargeCap,4,145,12.1
134289276437312,2022-05-29,NQGI,NASDAQ,non-LargeCap,3,154,14.99
134289276437552,2022-12-15,D30,DJ,non-LargeCap,4,169,19.86
134289276436592,2022-08-11,300,SNP,LargeCap,4,119,12.52
134289276438128,2022-05-13,NDX,NASDAQ,non-LargeCap,,195,17.98
134289276438176,2022-05-02,NDX,NASDAQ,non-LargeCap,4,207,19.19
134289276438224,2022-09-02,IA,DJ,non-LargeCap,5,136,18.08
134289276438416,2022-02-16,400,SNP,LargeCap,4,122,19.75
134289276438464,2022-08-31,NQGI,NASDAQ,non-LargeCap,4,158,12.28
134289276438512,2022-09-19,DSI,DJ,non-LargeCap,5,120,24.16
134289276438560,2022-07-19,IA,DJ,non-LargeCap,3,215,15.43
134289276438608,2022-03-04,DSI,DJ,non-LargeCap,,263,17.53
134289276438656,2022-01-03,SOX,NASDAQ,non-LargeCap,5,122,15.72
134289276438704,2022-08-21,IA,DJ,non-LargeCap,5,,19.58
134289276438752,,400,SNP,LargeCap,4,119,23.11
134289276438800,2022-09-03,300,SNP,LargeCap,4,101,9.84
134289276438848,2022-04-16,IA,DJ,non-LargeCap,3,108,15.68
134289276438896,2022-12-20,SOX,NASDAQ,non-LargeCap,5,,17.6
134289276438944,2022-03-27,NQGI,NASDAQ,non-LargeCap,4,110,6.96
134289276438992,2022-05-03,400,SNP,LargeCap,5,125,13.61
134289276439040,2022-07-16,NDX,NASDAQ,non-LargeCap,4,255,11.91
134289276439088,2022-01-31,NQGI,NASDAQ,non-LargeCap,4,132,12.57
134289276439136,2022-09-24,300,SNP,LargeCap,4,103,23.59
134289276439184,2022-07-18,400,SNP,LargeCap,5,131,22.4
134289276439232,2022-05-02,300,SNP,LargeCap,5,,13.39
134289276439280,2022-07-29,D30,DJ,non-LargeCap,4,123,19.93
134289276439328,2022-05-28,IA,DJ,non-LargeCap,3,107,12.72
134289276439376,2022-02-28,D30,DJ,non-LargeCap,5,188,11.16
134289276439424,2022-06-13,SOX,NASDAQ,non-LargeCap,,139,8.82
134289276439472,2022-10-30,NQGI,NASDAQ,non-LargeCap,4,123,
134289276439520,2022-04-18,NDX,NASDAQ,non-LargeCap,2,,11.62
134289276439568,2022-03-18,SOX,NASDAQ,non-LargeCap,2,124,16.5
134289276439616,2022-07-15,DSI,DJ,non-LargeCap,3,104,14.12
134289276439664,2022-04-14,SOX,NASDAQ,non-LargeCap,4,195,7.57
134289276439712,2022-03-30,DSI,DJ,non-LargeCap,2,202,15.84
134289276439760,2022-06-06,NDX,NASDAQ,non-LargeCap,3,117,12.18
134289276439808,2022-08-30,300,SNP,LargeCap,4,123,21.35
134289276439856,2022-08-28,SOX,NASDAQ,non-LargeCap,5,173,19.35
134289276439904,2022-06-03,IA,DJ,non-LargeCap,4,128,13.79
134289276440432,2022-06-19,NQGI,NASDAQ,non-LargeCap,5,156,16.53
134289276440480,2022-03-06,DSI,DJ,non-LargeCap,3,152,14.35
134289276440528,2022-02-26,DSI,DJ,non-LargeCap,4,120,17.1
134289276440576,2022-04-03,D30,DJ,non-LargeCap,,109,14.86
134289276440624,2022-04-09,DSI,DJ,non-LargeCap,4,108,19.21
134289276440672,2022-05-03,D30,DJ,non-LargeCap,4,208,19.53
134289276440720,2022-05-09,400,SNP,LargeCap,5,167,10.18
134289276440768,,400,SNP,LargeCap,3,172,12.95
134289276441296,2022-06-08,500,SNP,LargeCap,3,168,13.61
134289276441344,2022-04-23,IA,DJ,non-LargeCap,2,130,11.42
134289276441392,2022-11-25,IA,DJ,non-LargeCap,5,112,17.46
134289276441440,2022-07-11,SOX,NASDAQ,non-LargeCap,4,101,14.54
134289276441488,2022-05-20,NQGI,NASDAQ,non-LargeCap,3,111,24.14
134289276441536,2022-05-11,SOX,NASDAQ,non-LargeCap,5,195,23.96
134289276441632,2022-06-09,IA,DJ,non-LargeCap,2,,8.08
134289276441680,2022-03-16,IA,DJ,non-LargeCap,4,128,10.44
134289276441728,2022-04-07,NQGI,NASDAQ,non-LargeCap,2,182,8.29
134289276441776,2022-08-24,400,SNP,LargeCap,5,136,12.24
134289276442160,2022-07-29,D30,DJ,non-LargeCap,3,143,17.23
134289276442208,2022-12-23,D30,DJ,non-LargeCap,2,117,17.32
134289276442256,,DSI,DJ,non-LargeCap,3,137,19.08
134289276442304,2022-12-24,NQGI,NASDAQ,non-LargeCap,,,21.9
134289276442016,2022-06-30,500,SNP,LargeCap,4,111,11.1
134289276442112,2022-07-12,NDX,NASDAQ,non-LargeCap,5,131,15.97
134289276441968,2022-10-16,SOX,NASDAQ,non-LargeCap,3,168,
134289276441872,2022-10-10,500,SNP,LargeCap,5,102,16.05
134289276441920,2022-07-22,IA,DJ,non-LargeCap,5,144,16.17
134289276443312,2022-06-13,DSI,DJ,non-LargeCap,3,176,14.82
134289276443456,2022-05-02,IA,DJ,non-LargeCap,5,101,7.6
134289276443408,2022-09-23,SOX,NASDAQ,non-LargeCap,4,216,11.73
134289276443360,2022-11-23,SOX,NASDAQ,non-LargeCap,5,242,11.66
134289276443696,2022-08-03,300,SNP,LargeCap,5,127,13.35
134289276442592,2022-05-09,NQGI,NASDAQ,non-LargeCap,4,178,12.93
134289276442544,2022-04-07,D30,DJ,non-LargeCap,5,120,7.98
134289276442640,2022-04-29,SOX,NASDAQ,non-LargeCap,4,190,16.07
134289276443936,2022-06-07,NQGI,NASDAQ,non-LargeCap,5,260,9.11
134289276441824,2022-08-09,300,SNP,LargeCap,4,,7.28
134289276443600,2022-12-16,300,SNP,LargeCap,4,125,10.3
134289276443792,2022-02-28,NQGI,NASDAQ,non-LargeCap,4,163,23.02
134289276442496,2022-07-20,400,SNP,LargeCap,1,129,19.25
134289276442832,2022-10-11,300,SNP,LargeCap,5,144,16.57
134289276442880,2022-09-19,DSI,DJ,non-LargeCap,4,187,9.49
134289276442928,2022-11-16,IA,DJ,non-LargeCap,4,,13.99
134289276442976,2022-03-26,IA,DJ,non-LargeCap,5,264,20.67
134289276443024,2022-09-14,500,SNP,LargeCap,5,140,16.07
134289276443072,2022-04-24,IA,DJ,non-LargeCap,4,127,9.49
134289276444128,2022-07-28,DSI,DJ,non-LargeCap,4,172,15.75
134289276444800,2022-07-03,400,SNP,LargeCap,2,129,14.31
134289276444752,2022-02-16,300,SNP,LargeCap,3,130,16.33
134289276444704,2022-02-12,NQGI,NASDAQ,non-LargeCap,5,106,19.98
134289276444656,2022-10-31,SOX,NASDAQ,non-LargeCap,5,165,12.2
134289276444608,2022-08-25,DSI,DJ,non-LargeCap,4,165,11.59
134289276444560,2022-08-10,500,SNP,LargeCap,3,104,10.44
134289276444512,2022-03-06,NQGI,NASDAQ,non-LargeCap,5,114,12.68
134289276444464,2022-07-03,IA,DJ,non-LargeCap,2,122,10.59
134289276444416,2022-05-25,NQGI,NASDAQ,non-LargeCap,3,182,7.48
134289276444272,2022-04-06,IA,DJ,non-LargeCap,5,168,17.18
134289276444224,2022-06-03,300,SNP,LargeCap,3,184,18.04
134289276444176,2022-06-04,IA,DJ,non-LargeCap,5,158,
134289276440384,2022-05-16,IA,DJ,non-LargeCap,3,126,12.24
134289276440336,2022-06-26,NDX,NASDAQ,non-LargeCap,3,212,19.14
134289276440288,2022-05-04,300,SNP,LargeCap,4,144,19.33
134289276440240,2022-06-10,400,SNP,LargeCap,5,236,23.39
134289276440192,2022-04-10,300,SNP,LargeCap,5,140,16.05
134289276440144,2022-02-03,500,SNP,LargeCap,5,111,21.17
134289276440096,2022-09-16,300,SNP,LargeCap,4,117,15.21
134289276440048,2022-04-16,400,SNP,LargeCap,4,,13.69
134289276440000,2022-09-09,SOX,NASDAQ,non-LargeCap,5,127,15.34
134289276438320,2022-07-23,400,SNP,LargeCap,4,132,12.19
134289276438368,2022-07-01,DSI,DJ,non-LargeCap,4,101,10.22
134289276442688,,DSI,DJ,non-LargeCap,4,197,12.79
134289276442736,2022-08-28,D30,DJ,non-LargeCap,4,181,
134289276445136,2022-04-22,300,SNP,LargeCap,5,154,18.96
134289276445184,2022-08-08,400,SNP,LargeCap,4,208,18.66
134289276445232,2022-06-05,NQGI,NASDAQ,non-LargeCap,5,141,18.92
134289276445280,2022-08-20,IA,DJ,non-LargeCap,3,128,16.05
134289276445328,2022-10-27,NQGI,NASDAQ,non-LargeCap,4,131,22.99
134289276445376,2022-08-16,300,SNP,LargeCap,5,214,9.7
134289276445424,2022-07-19,DSI,DJ,non-LargeCap,5,119,11.86
134289276445472,2022-10-03,500,SNP,LargeCap,5,144,
134289276445520,2022-12-16,500,SNP,LargeCap,5,213,5.6
134289276445568,2022-03-08,DSI,DJ,non-LargeCap,4,132,12.29
134289276445616,2022-07-28,500,SNP,LargeCap,5,154,17.5
134289276445664,2022-08-03,IA,DJ,non-LargeCap,4,109,6.17
134289276445712,2022-07-15,D30,DJ,non-LargeCap,4,229,23.65
134289276445760,2022-02-24,SOX,NASDAQ,non-LargeCap,5,103,16.19
134289276445808,2022-02-22,SOX,NASDAQ,non-LargeCap,4,199,
134289276445856,2022-01-09,NQGI,NASDAQ,non-LargeCap,2,136,
134289276445904,2022-06-03,500,SNP,LargeCap,4,130,21.46
134289276445952,2022-05-21,400,SNP,LargeCap,4,138,8.63
134289276446000,2022-06-17,SOX,NASDAQ,non-LargeCap,5,139,18.29
134289276446048,2022-11-02,300,SNP,LargeCap,2,240,12.98
134289276446096,2022-08-30,300,SNP,LargeCap,3,106,8.09
134289276446144,2022-06-17,300,SNP,LargeCap,5,183,23.53
134289276446192,2022-08-18,400,SNP,LargeCap,5,108,18.44
134289276446240,2022-03-27,NDX,NASDAQ,non-LargeCap,4,108,9.47
134289276446288,2022-04-14,D30,DJ,non-LargeCap,4,182,21.5
134289276446336,2022-08-07,SOX,NASDAQ,non-LargeCap,3,140,6.24
134289276446384,2022-12-06,IA,DJ,non-LargeCap,4,189,13.24
134289276446432,2022-09-21,NDX,NASDAQ,non-LargeCap,4,224,11.98
134289276446480,2022-07-23,D30,DJ,non-LargeCap,4,190,13.4
134289276446528,2022-03-21,300,SNP,LargeCap,3,124,17.01
134289276446576,2022-06-18,DSI,DJ,non-LargeCap,2,137,21.48
134289276446624,2022-10-13,500,SNP,LargeCap,4,253,14.44
134289276446672,2022-07-08,NQGI,NASDAQ,non-LargeCap,4,134,6.34
134289276446720,2022-03-24,400,SNP,LargeCap,4,170,12.05
134289276446768,2022-05-26,DSI,DJ,non-LargeCap,5,117,16.44
134289276446816,2022-01-16,300,SNP,LargeCap,4,197,19.61
134289276446864,2022-09-04,SOX,NASDAQ,non-LargeCap,4,117,6.28
134289276446912,2022-05-29,NDX,NASDAQ,non-LargeCap,4,169,21.61
134289276446960,2022-09-28,IA,DJ,non-LargeCap,5,117,15.58
134289276447008,2022-10-25,300,SNP,LargeCap,5,101,20.57
134289276447056,2022-06-05,DSI,DJ,non-LargeCap,3,129,6.29
134289276447104,2022-02-18,500,SNP,LargeCap,3,189,14.82
134289276447152,2022-09-20,NQGI,NASDAQ,non-LargeCap,4,160,10.04
134289276447200,2022-05-05,NDX,NASDAQ,non-LargeCap,4,180,21.05
134289276447248,2022-04-13,300,SNP,LargeCap,5,129,12.63
134289276447296,2022-12-27,500,SNP,LargeCap,5,126,15.26
134289276447344,2022-11-29,D30,DJ,non-LargeCap,3,124,24.52
134289276447392,2022-04-26,300,SNP,LargeCap,5,109,12.78
134289276447440,2022-04-01,NDX,NASDAQ,non-LargeCap,4,111,23.87
134289276447488,2022-08-19,NQGI,NASDAQ,non-LargeCap,4,134,15.5
134289276447536,2022-07-08,DSI,DJ,non-LargeCap,3,150,17.79
134289276447584,2022-09-25,500,SNP,LargeCap,5,116,16.44
134289276447632,2022-03-13,500,SNP,LargeCap,4,123,9.77
134289276447680,2022-08-24,400,SNP,LargeCap,5,158,8.97
134289276447728,2022-11-06,DSI,DJ,non-LargeCap,3,186,16.88
134289276447776,2022-08-27,NDX,NASDAQ,non-LargeCap,4,139,11.03
134289276447824,2022-07-03,D30,DJ,non-LargeCap,4,101,15.91
134289276447872,2022-07-02,500,SNP,LargeCap,5,130,17.29
134289276447920,2022-07-18,300,SNP,LargeCap,4,104,20.31
134289276447968,2022-06-29,NQGI,NASDAQ,non-LargeCap,4,146,21.69
134289276448016,2022-08-01,D30,DJ,non-LargeCap,4,124,17.89
134289276448064,2022-11-12,NDX,NASDAQ,non-LargeCap,5,195,17.81
134289276448112,2022-07-30,300,SNP,LargeCap,5,204,17.12
134289276448160,2022-06-19,400,SNP,LargeCap,4,121,6.85
134289276448208,2022-02-26,NDX,NASDAQ,non-LargeCap,5,203,15.42
134289276448256,2022-05-21,NDX,NASDAQ,non-LargeCap,3,177,11.83
134289276448304,2022-04-08,D30,DJ,non-LargeCap,4,121,13.19
134289276448352,2022-08-02,IA,DJ,non-LargeCap,3,171,18.49
134289276448400,2022-05-19,300,SNP,LargeCap,4,,8.59
134289276448448,2022-07-24,NDX,NASDAQ,non-LargeCap,4,106,15.69
134289276448496,2022-08-20,NDX,NASDAQ,non-LargeCap,4,109,7.08
134289276448544,2022-08-20,IA,DJ,non-LargeCap,4,155,16.43
134289276448592,2022-05-12,DSI,DJ,non-LargeCap,3,154,16.14
134289276448640,2022-10-08,IA,DJ,non-LargeCap,,145,13.67
134289276448688,2022-09-19,400,SNP,LargeCap,4,107,13.97
134289276448736,2022-08-02,D30,DJ,non-LargeCap,5,147,14.37
134289276448784,2022-10-10,500,SNP,LargeCap,4,135,15.33
134289276448832,2022-11-08,500,SNP,LargeCap,2,166,15.53
134289276448880,2022-03-24,IA,DJ,non-LargeCap,5,146,10.8
134289276448928,2022-11-06,400,SNP,LargeCap,4,148,7.23
134289276448976,2022-07-28,DSI,DJ,non-LargeCap,5,218,11.75
134289276449024,2022-07-19,400,SNP,LargeCap,2,197,18.94
134289276449072,2022-01-22,NDX,NASDAQ,non-LargeCap,5,204,19.31
134289276449120,2022-03-04,NQGI,NASDAQ,non-LargeCap,3,108,16.78
134289276449168,2022-03-15,DSI,DJ,non-LargeCap,5,186,14.35
134289276449216,2022-10-11,SOX,NASDAQ,non-LargeCap,4,119,19.49
134289276449264,2022-03-22,NQGI,NASDAQ,non-LargeCap,5,226,11.76
134289276449312,2022-06-27,NQGI,NASDAQ,non-LargeCap,5,123,14.97
134289276449360,2022-01-10,D30,DJ,non-LargeCap,3,100,14.58
134289276449408,2022-07-28,IA,DJ,non-LargeCap,5,118,
134289276449456,2022-07-09,NDX,NASDAQ,non-LargeCap,4,188,17.43
134289276449504,2022-12-25,400,SNP,LargeCap,3,132,7.62
134289276449552,2022-05-14,400,SNP,LargeCap,3,151,13.78
134289276449600,2022-11-25,500,SNP,LargeCap,4,104,12.81
134289276449648,2022-10-22,NQGI,NASDAQ,non-LargeCap,5,225,13.63
134289276449696,2022-05-15,SOX,NASDAQ,non-LargeCap,4,119,15.1
134289276449744,2022-08-04,DSI,DJ,non-LargeCap,4,226,23.52
134289276449792,2022-05-12,NDX,NASDAQ,non-LargeCap,4,142,22.72
134289276449840,2022-06-10,SOX,NASDAQ,non-LargeCap,5,139,15.25
134289276449888,2022-08-24,300,SNP,LargeCap,4,108,14.58
134289276449936,2022-11-12,IA,DJ,non-LargeCap,4,119,17.29
134289276449984,2022-10-11,NQGI,NASDAQ,non-LargeCap,3,106,17.6
134289276450032,2022-06-28,300,SNP,LargeCap,5,152,20.32
134289276450080,2022-12-16,SOX,NASDAQ,non-LargeCap,5,159,18.97
134289276450128,2022-09-13,NDX,NASDAQ,non-LargeCap,4,105,11.73
134289276450176,2022-01-22,DSI,DJ,non-LargeCap,3,123,13.13
134289276450224,2022-06-15,NQGI,NASDAQ,non-LargeCap,5,102,13.98
134289276450272,2022-09-04,IA,DJ,non-LargeCap,5,131,12.73
134289276450320,2022-07-13,500,SNP,LargeCap,4,120,
134289276450368,2022-08-22,300,SNP,LargeCap,4,127,22.85
134289276450416,2022-06-15,500,SNP,LargeCap,5,151,
134289276450464,2022-06-08,D30,DJ,non-LargeCap,5,105,11.68
134289276450512,2022-03-02,400,SNP,LargeCap,4,129,20.92
134289276450560,2022-06-07,300,SNP,LargeCap,5,259,19.93
134289276450608,2022-09-04,300,SNP,LargeCap,5,121,13.7
134289276450656,2022-05-24,IA,DJ,non-LargeCap,4,223,13.99
134289276450704,2022-03-30,NDX,NASDAQ,non-LargeCap,5,175,12.11
134289276450752,2022-07-18,NQGI,NASDAQ,non-LargeCap,5,121,11.12
134289276450800,2022-12-23,IA,DJ,non-LargeCap,5,129,12.8
134289276450848,2022-04-05,DSI,DJ,non-LargeCap,4,149,19.75
134289276450896,2022-07-25,500,SNP,LargeCap,5,229,10.02
134289276450944,2022-07-15,IA,DJ,non-LargeCap,4,155,21.29
134289276450992,2022-07-01,500,SNP,LargeCap,5,132,20.73
134289276451040,2022-09-01,D30,DJ,non-LargeCap,4,211,7.48
134289276451088,2022-07-10,DSI,DJ,non-LargeCap,5,111,23.09
134289276451136,2022-03-02,NQGI,NASDAQ,non-LargeCap,5,146,17.38
134289276451184,2022-12-24,NQGI,NASDAQ,non-LargeCap,5,140,12.08
134289276451232,2022-07-09,NQGI,NASDAQ,non-LargeCap,3,145,8.01
134289276451280,2022-08-12,DSI,DJ,non-LargeCap,2,151,12.99
134289276451328,2022-09-15,IA,DJ,non-LargeCap,4,106,23.54
134289276451376,,SOX,NASDAQ,non-LargeCap,3,122,5.73
134289276451424,2022-05-28,500,SNP,LargeCap,4,176,18.75
134289276451472,2022-08-20,NQGI,NASDAQ,non-LargeCap,,116,16.86
134289276451520,2022-12-06,NDX,NASDAQ,non-LargeCap,5,230,12.37
134289276451568,2022-01-04,D30,DJ,non-LargeCap,4,182,11.07
134289276451616,2022-02-16,300,SNP,LargeCap,5,129,20.4
134289276451664,2022-01-24,300,SNP,LargeCap,3,119,14.68
134289276451712,2022-12-11,400,SNP,LargeCap,5,122,14.11
134289276451760,2022-02-14,D30,DJ,non-LargeCap,4,123,16.63
134289276451808,2022-11-22,500,SNP,LargeCap,5,188,18.54
134289276451856,2022-10-01,DSI,DJ,non-LargeCap,4,190,
134289276451904,2022-10-02,400,SNP,LargeCap,3,232,19.79
134289276451952,2022-05-19,D30,DJ,non-LargeCap,5,121,5.87
134289276452000,2022-05-01,400,SNP,LargeCap,3,180,12.08
134289276452048,2022-03-20,NQGI,NASDAQ,non-LargeCap,5,125,14.93
134289276452096,2022-05-02,SOX,NASDAQ,non-LargeCap,3,173,22.35
134289276452144,2022-05-20,IA,DJ,non-LargeCap,4,122,20.97
134289276452192,2022-06-23,300,SNP,LargeCap,4,193,12.9
134289276452240,2022-06-13,400,SNP,LargeCap,4,154,13.78
134289276452288,2022-03-16,NDX,NASDAQ,non-LargeCap,4,173,10.46
134289276452336,2022-05-13,SOX,NASDAQ,non-LargeCap,5,101,9.72
134289276452384,2022-09-17,400,SNP,LargeCap,5,177,15.11
134289276452432,2022-08-04,SOX,NASDAQ,non-LargeCap,4,153,21.36
134289276452480,2022-03-17,400,SNP,LargeCap,4,116,14.21
134289276452528,2022-10-14,SOX,NASDAQ,non-LargeCap,4,152,20.77
134289276452576,2022-02-18,IA,DJ,non-LargeCap,5,175,10.81
134289276452624,2022-10-12,300,SNP,LargeCap,5,133,20.54
134289276452672,2022-06-09,IA,DJ,non-LargeCap,5,197,21.93
134289276452720,2022-08-17,NQGI,NASDAQ,non-LargeCap,5,208,8.87
134289276452768,,NQGI,NASDAQ,non-LargeCap,4,137,16.42
134289276452816,2022-07-29,D30,DJ,non-LargeCap,5,,17.28
134289270118224,2022-07-09,IA,DJ,non-LargeCap,4,151,18.48
134289270118512,2022-06-01,D30,DJ,non-LargeCap,4,115,19.57
134289270118464,2022-10-26,SOX,NASDAQ,non-LargeCap,4,121,16.86
134289270118608,,DSI,DJ,non-LargeCap,4,178,
134289270117648,2022-10-17,NDX,NASDAQ,non-LargeCap,4,,17.6
134289270117696,2022-04-20,D30,DJ,non-LargeCap,3,116,21.35
134289270118176,2022-02-05,NDX,NASDAQ,non-LargeCap,4,156,13.5
134289270118128,2022-06-21,500,SNP,LargeCap,3,128,20.58
134289270117024,2022-09-07,NQGI,NASDAQ,non-LargeCap,4,159,10.45
134289270118848,2022-09-04,500,SNP,LargeCap,3,104,15.65
134289270118800,2022-09-19,NDX,NASDAQ,non-LargeCap,4,205,22.61
134289270118704,2022-07-04,D30,DJ,non-LargeCap,5,135,16.97
134289270116496,2022-10-06,NDX,NASDAQ,non-LargeCap,,,17.49
134289270112320,2022-09-11,DSI,DJ,non-LargeCap,4,161,19.17
134289270112368,2022-07-14,300,SNP,LargeCap,4,138,
134289270112416,2022-05-20,NDX,NASDAQ,non-LargeCap,4,146,5.06
134289270112464,2022-08-02,NQGI,NASDAQ,non-LargeCap,4,256,22.35
134289270112512,2022-07-05,NQGI,NASDAQ,non-LargeCap,5,117,20.23
134289270112560,2022-07-25,NQGI,NASDAQ,non-LargeCap,2,174,21.62
134289270112608,2022-02-28,D30,DJ,non-LargeCap,5,124,17.49
134289270112656,2022-08-21,NDX,NASDAQ,non-LargeCap,4,137,15.86
134289270112704,2022-05-24,NQGI,NASDAQ,non-LargeCap,4,134,
134289270112752,2022-02-02,400,SNP,LargeCap,4,105,12.78
134289270112800,2022-02-14,500,SNP,LargeCap,4,136,9.85
134289270112848,2022-07-04,500,SNP,LargeCap,4,139,24.06
134289270112896,2022-11-19,NQGI,NASDAQ,non-LargeCap,5,115,12.89
134289270112944,2022-11-14,D30,DJ,non-LargeCap,5,145,
134289270112992,2022-02-09,NQGI,NASDAQ,non-LargeCap,3,162,13.31
134289270113040,2022-07-08,500,SNP,LargeCap,4,181,10.93
134289270113088,2022-09-25,DSI,DJ,non-LargeCap,5,112,11.52
134289270113136,2022-10-08,IA,DJ,non-LargeCap,5,120,15.61
134289270113184,,NDX,NASDAQ,non-LargeCap,5,166,20.82
134289270113232,2022-12-01,NDX,NASDAQ,non-LargeCap,4,139,21.36
134289270113280,2022-03-29,300,SNP,LargeCap,4,189,14.63
134289270113328,2022-08-31,NQGI,NASDAQ,non-LargeCap,,258,11.95
134289270113376,2022-11-13,400,SNP,LargeCap,4,166,17.47
134289270113424,2022-09-13,500,SNP,LargeCap,5,210,19.71
134289270113472,2022-04-23,300,SNP,LargeCap,4,157,9.74
134289270113520,2022-07-31,300,SNP,LargeCap,4,217,
134289270113568,2022-01-24,400,SNP,LargeCap,4,,9.52
134289270113616,2022-04-07,300,SNP,LargeCap,4,196,23.62
134289270113664,2022-09-26,IA,DJ,non-LargeCap,3,131,14.56
134289270113712,2022-08-06,400,SNP,LargeCap,4,174,15.55
134289270113760,2022-04-04,500,SNP,LargeCap,3,168,6.56
134289270113808,2022-11-17,D30,DJ,non-LargeCap,5,180,6.17
134289270113856,2022-07-12,IA,DJ,non-LargeCap,5,122,20.81
134289270113904,2022-09-27,NQGI,NASDAQ,non-LargeCap,5,164,15.11
134289270113952,2022-11-17,IA,DJ,non-LargeCap,3,135,22.95
134289270114000,2022-05-12,400,SNP,LargeCap,5,131,15.41
134289270114048,2022-05-09,400,SNP,LargeCap,5,123,16.99
134289270114096,2022-03-21,500,SNP,LargeCap,4,105,10.55
134289270114144,2022-09-07,DSI,DJ,non-LargeCap,,143,15.88
134289270114192,2022-07-26,NQGI,NASDAQ,non-LargeCap,4,109,12.99
134289270114240,2022-06-23,SOX,NASDAQ,non-LargeCap,4,209,20.34
134289270114288,2022-11-14,NDX,NASDAQ,non-LargeCap,5,228,15.94
